"createdAt","body"
"2022-11-11 14:35:10.751989+00","Ah so these seem like the only ones that got grouped in too eagerly? Do you plan to do this TODO note after moving the remaining codenav background package stuff?"
"2022-11-11 14:36:12.892479+00","> Ah so these seem like the only ones that got grouped in too eagerly? Do you plan to do this TODO note after moving the remaining codenav background package stuff?  At any stage once this PR has landed on main"
"2022-11-11 14:38:34.635055+00","```suggestion   - '@lrhacker'   - '@philipp-spiess' ```  TY"
"2022-11-11 14:47:57.670719+00","> Even if we find the resolution path that leads from this package to observability-client modules, it won't be possible to use the Typescript project references (that would remove the need to add type-declarations to paths) because the shared package is part of multiple circular import graphs, which are not allowed.  Hm but if we find it and eliminate the resolution path, do we still need to use the TypeScript project references? I’m thinking that ideally the `branded` module does not know anything about `observability-client`."
"2022-11-11 15:15:20.253836+00","Can you also add something here to say that the `repo` is optional?"
"2022-11-11 15:27:28.603677+00","```suggestion   ""enterprise_readiness_for_b2b_saas_straight_out_of_the_box"": ""Enterprise readiness for B2B SaaS, straight out of the box."", ```"
"2022-11-11 15:46:08.032481+00","Yeah, I can combine these in a follow-up PR"
"2022-11-11 15:48:50.123532+00","```suggestion     local jobs = {}     for root in pairs(roots) do       table.insert(jobs, {         steps = {},         root = root,         indexer = indexer,         indexer_args = { ""scip-ruby-autoindex"" },         outfile = outfile,       })     end     return jobs ```  Is there a reason you're registering a new callback here that isn't conditional? You can just return a list of jobs."
"2022-11-11 15:49:00.227473+00","https://github.com/sourcegraph/sourcegraph/pull/44265/files#r1020339976"
"2022-11-11 15:53:58.427415+00","Is it ok to have the default set to `junior` and not `novice`? It seems that `novice` is the lowest value. Please not that I'm not up to date with the spec."
"2022-11-11 17:26:22.412489+00","@limitedmage I've fixed the nested li button problem but I'm still not convinced about `.sr-only` and native checkbox here. I tried to implement this and I've got a few problems: - Our wildcard components (`<Input />` with type `checkbox` or `<Checkbox />`) even with `.sr-only` class render additional elements in the DOM and this breaks our legend scroll box measurements, because of this we start to have a weird small scroll in the legend item container.  - I see that in the diff panel you've used a label element as a container for the radio  input and this might be ok because in your case it was a radio group but label itself isn't focusable and in my case I would have to use tabIndex and fix its style to add a focus ring.   I know that in MDN clearly suggests to use native input element but I truly believe that in this particular case it's ok to use `aria-checked`, It doesn't have any disadvantages from a11y perspective and keyboard navigation and this helps a lot to deal with legend item UI codebase.   Overall, I think I like the current structure (I was a bit afraid that nested groups will look like to much for this case but it seems ok) And this structure also will help me in [this PR](https://github.com/sourcegraph/sourcegraph/pull/43842) about adding additional UI inside of legend item block.   <img width=""516"" alt=""Screenshot 2022-11-11 at 14 10 15"" src=""https://user-images.githubusercontent.com/18492575/201393641-6963f96d-ee5a-497c-aeab-4f97fcc68b42.png"">  "
"2022-11-11 16:17:09.236628+00","The linter didn't like my solution either :-)"
"2022-11-11 16:18:09.827533+00","so, this would be an absolutely insane edge case if two people with the same name had the same created_at time, but can we make these IDs instead of names just to make our data completely edge-case-proof?"
"2022-11-11 16:24:23.012492+00","Better to err on the side of caution! Will do"
"2022-11-11 16:30:32.629661+00","**[sqlfluff-fix]** <sub>reported by [reviewdog](https://github.com/reviewdog/reviewdog) :dog:</sub><br> ```suggestion             , COALESCE(                 identifier__kustomer_user_id , identifier__playvox_user_id , identifier__dialpad_user_id , identifier__paylocity_id             ) ASC ``` "
"2022-11-11 16:32:00.579968+00","It wasn't obvious what the return value was meant to be -- the other files seem to be returning empty lists/tables in a bunch of places."
"2022-11-11 16:43:38.895185+00","beautiful code. nice"
"2022-11-11 17:23:05.502351+00","@collinewait  if any of the value is alphabet we assign in the array which gets validated on the validateFuncation so that's why i pushed it on the array"
"2022-11-11 16:44:49.45651+00","Looks like you accidentally copied this from above!"
"2022-11-11 16:49:47.930044+00","Yep, totally right about this. I will handle this in the other PR: https://github.com/immunefi-team/bugs/pull/1105."
"2022-11-11 16:55:25.282481+00","It's true that we checked that the user can indeed delete this pendingVault in the access control. Still, this line is a great opportunity to add in some defensive programming. In this case we can also pass the `projectId`."
"2022-11-11 16:56:32.492489+00","Ooops. Nevermind. `delete` only accepts `unique` input args. `projectId` isn't unique so it isn't valid here. "
"2022-11-11 17:06:48.208762+00","@jonathan-yee Just to reiterate, this call does not update the stats. It only gets the histogram data. The stats comes from the measurements model set by the main ES query for the manual measurements. The stats already have the calculated bucket size which then helps us to get the histogram data here. "
"2022-11-11 17:14:38.436206+00","This method renders the stats that comes from the measurements model for avg and std.deviation. So why we need to remove this since the data is already available here?"
"2022-11-11 17:15:29.43425+00","All migrations have to be idempotent so that they can run multiple times if necessary. For your migration here that means:  ```suggestion ALTER TABLE gitserver_repos DROP COLUMN IF EXISTS repo_status; ```  If it now runs the second time, it would just see the column is already gone and all will be fine."
"2022-11-11 17:15:29.474799+00","```suggestion ```  This is just informational for the editor, but doesn't need to be part of the final migration."
"2022-11-11 17:15:30.684314+00","Same comment as below, can you guess how this migration would be idempotent? :) "
"2022-11-11 17:24:29.207426+00","Both prs are updated now 🙌 "
"2022-11-11 17:31:31.322474+00","```suggestion             if (e.key === ""b"" && (e.ctrlKey || e.metaKey)) { ``` add support for mac"
"2022-11-11 17:31:31.262919+00","here too"
"2022-11-11 17:31:32.041877+00","here too"
"2022-11-11 17:33:53.27169+00","Ahh I see, yes, we've seen issues with `sr-only` breaking scrolling in certain cases. Thanks for the explanation and reasoning, let's go with your implementation here."
"2022-11-11 17:47:55.761218+00","Doesn't the `fill` transition need to be applied to the `path` element? 🤔 "
"2022-11-11 17:36:34.441245+00","literally just got back from the bodega before reviewing this  love the file names"
